Transaction_ID,Date,Product,Category,Region,Channel,Customer_ID,Quantity,Unit_Price,Discount_%,Revenue,Cost,Profit
TXN_000020,2025-11-18 18:38:48.038996,Noise Cancelling Headphones,Audio,North America,Website,CUST_0066,2,135.0,10.0,270.0,160,110.0
TXN_000021,2026-02-24 18:38:48.038996,Desk Lamp,Accessories,Asia Pacific,Website,CUST_0286,2,40.0,0.0,80.0,40,40.0
TXN_000022,2026-01-13 18:38:48.038996,"Tablet 10""",Electronics,North America,Website,CUST_0377,3,350.0,0.0,1050.0,600,450.0
TXN_000023,2026-02-06 18:38:48.038996,"Tablet 10""",Electronics,North America,Website,CUST_0411,1,350.0,0.0,350.0,200,150.0
TXN_000024,2025-12-03 18:38:48.038996,Phone Case,Accessories,North America,Social Media,CUST_0374,4,15.0,0.0,60.0,20,40.0
TXN_000025,2026-04-11 18:38:48.038996,Laptop Pro,Electronics,North America,Website,CUST_0268,2,1140.0,5.0,2280.0,1600,680.0
TXN_000026,2026-02-21 18:38:48.038996,Laptop Pro,Electronics,North America,Social Media,CUST_0187,1,960.0,20.0,960.0,800,160.0
TXN_000027,2025-12-06 18:38:48.038996,Noise Cancelling Headphones,Audio,North America,Social Media,CUST_0403,2,150.0,0.0,300.0,160,140.0
TXN_000028,2026-04-03 18:38:48.038996,Phone Case,Accessories,Middle East,Website,CUST_0324,3,13.5,10.0,40.5,15,25.5
TXN_000029,2026-02-13 18:38:48.038996,Laptop Pro,Electronics,Asia Pacific,Mobile App,CUST_0372,2,1140.0,5.0,2280.0,1600,680.0
TXN_000030,2026-03-01 18:38:48.038996,Laptop Pro,Electronics,North America,Mobile App,CUST_0464,1,1020.0,15.0,1020.0,800,220.0
TXN_000031,2026-03-26 18:38:48.038996,Mechanical Keyboard,Accessories,Asia Pacific,Marketplace,CUST_0148,4,80.0,0.0,320.0,160,160.0
TXN_000032,2026-03-23 18:38:48.038996,Smart Watch,Wearables,North America,Social Media,CUST_0129,3,200.0,0.0,600.0,360,240.0
TXN_000033,2026-04-09 18:38:48.038996,Noise Cancelling Headphones,Audio,Europe,Mobile App,CUST_0263,4,150.0,0.0,600.0,320,280.0
TXN_000034,2026-02-02 18:38:48.038996,"Tablet 10""",Electronics,Europe,Website,CUST_0385,4,280.0,20.0,1120.0,800,320.0
TXN_000035,2025-11-19 18:38:48.038996,Power Bank,Electronics,North America,Website,CUST_0147,4,27.0,10.0,108.0,60,48.0
TXN_000036,2026-03-10 18:38:48.038996,Smart Watch,Wearables,Europe,Marketplace,CUST_0116,3,160.0,20.0,480.0,360,120.0
TXN_000037,2026-03-26 18:38:48.038996,Webcam HD,Electronics,Asia Pacific,Mobile App,CUST_0112,2,48.0,20.0,96.0,70,26.0
TXN_000038,2026-03-15 18:38:48.038996,Wireless Mouse,Accessories,North America,Mobile App,CUST_0310,3,23.75,5.0,71.25,36,35.25
TXN_000039,2026-03-31 18:38:48.038996,USB-C Hub,Accessories,Asia Pacific,Website,CUST_0277,4,33.25,5.0,133.0,72,61.0
TXN_000040,2026-02-18 18:38:48.038996,Smart Watch,Wearables,Asia Pacific,Mobile App,CUST_0033,4,200.0,0.0,800.0,480,320.0
TXN_000041,2026-02-05 18:38:48.038996,Webcam HD,Electronics,North America,Website,CUST_0038,2,60.0,0.0,120.0,70,50.0
TXN_000042,2025-10-21 18:38:48.038996,Power Bank,Electronics,Europe,Mobile App,CUST_0097,4,28.5,5.0,114.0,60,54.0
TXN_000043,2025-12-13 18:38:48.038996,Mechanical Keyboard,Accessories,Europe,Marketplace,CUST_0017,4,64.0,20.0,256.0,160,96.0
TXN_000044,2025-11-28 18:38:48.038996,"Monitor 27""",Electronics,South America,Marketplace,CUST_0037,4,250.0,0.0,1000.0,720,280.0
TXN_000045,2025-11-28 18:38:48.038996,"Monitor 27""",Electronics,Europe,Social Media,CUST_0116,3,250.0,0.0,750.0,540,210.0
TXN_000046,2026-03-22 18:38:48.038996,Noise Cancelling Headphones,Audio,North America,Mobile App,CUST_0018,1,150.0,0.0,150.0,80,70.0
TXN_000047,2025-12-06 18:38:48.038996,Phone Case,Accessories,South America,Website,CUST_0114,4,14.25,5.0,57.0,20,37.0
TXN_000048,2026-03-13 18:38:48.038996,Wireless Mouse,Accessories,North America,Website,CUST_0474,1,22.5,10.0,22.5,12,10.5
TXN_000049,2026-02-27 18:38:48.038996,Power Bank,Electronics,Asia Pacific,Mobile App,CUST_0170,3,30.0,0.0,90.0,45,45.0
TXN_000050,2025-12-02 18:38:48.038996,"Tablet 10""",Electronics,Europe,Website,CUST_0391,1,332.5,5.0,332.5,200,132.5
TXN_000051,2025-11-02 18:38:48.038996,Laptop Pro,Electronics,North America,Mobile App,CUST_0142,4,1020.0,15.0,4080.0,3200,880.0
TXN_000052,2026-03-05 18:38:48.038996,Desk Lamp,Accessories,Europe,Mobile App,CUST_0447,2,40.0,0.0,80.0,40,40.0
TXN_000053,2025-12-15 18:38:48.038996,Webcam HD,Electronics,Europe,Website,CUST_0180,2,54.0,10.0,108.0,70,38.0
TXN_000054,2025-12-06 18:38:48.038996,Power Bank,Electronics,North America,Mobile App,CUST_0053,4,30.0,0.0,120.0,60,60.0
TXN_000055,2025-10-18 18:38:48.038996,Noise Cancelling Headphones,Audio,North America,Website,CUST_0372,2,150.0,0.0,300.0,160,140.0
TXN_000056,2025-12-07 18:38:48.038996,Smart Watch,Wearables,Asia Pacific,Social Media,CUST_0124,2,200.0,0.0,400.0,240,160.0
TXN_000057,2026-03-07 18:38:48.038996,Smart Watch,Wearables,North America,Mobile App,CUST_0439,2,200.0,0.0,400.0,240,160.0
TXN_000058,2026-02-07 18:38:48.038996,Noise Cancelling Headphones,Audio,Europe,Mobile App,CUST_0129,2,127.5,15.0,255.0,160,95.0
TXN_000059,2025-11-16 18:38:48.038996,Webcam HD,Electronics,Asia Pacific,Mobile App,CUST_0373,1,48.0,20.0,48.0,35,13.0
TXN_000060,2025-12-21 18:38:48.038996,Webcam HD,Electronics,Asia Pacific,Website,CUST_0154,4,60.0,0.0,240.0,140,100.0
TXN_000061,2026-01-07 18:38:48.038996,"Tablet 10""",Electronics,North America,Website,CUST_0047,1,350.0,0.0,350.0,200,150.0
TXN_000062,2026-03-06 18:38:48.038996,Phone Case,Accessories,Asia Pacific,Marketplace,CUST_0100,1,15.0,0.0,15.0,5,10.0
TXN_000063,2026-01-22 18:38:48.038996,Noise Cancelling Headphones,Audio,North America,Social Media,CUST_0100,2,150.0,0.0,300.0,160,140.0
TXN_000064,2026-02-28 18:38:48.038996,Phone Case,Accessories,South America,Mobile App,CUST_0325,1,15.0,0.0,15.0,5,10.0
TXN_000065,2025-11-06 18:38:48.038996,Noise Cancelling Headphones,Audio,South America,Marketplace,CUST_0160,3,135.0,10.0,405.0,240,165.0
TXN_000066,2026-03-02 18:38:48.038996,Wireless Mouse,Accessories,Europe,Website,CUST_0445,3,22.5,10.0,67.5,36,31.5
TXN_000067,2025-10-25 18:38:48.038996,Mechanical Keyboard,Accessories,Asia Pacific,Mobile App,CUST_0043,4,80.0,0.0,320.0,160,160.0
TXN_000068,2025-10-25 18:38:48.038996,Wireless Mouse,Accessories,North America,Mobile App,CUST_0215,1,23.75,5.0,23.75,12,11.75
TXN_000069,2026-01-14 18:38:48.038996,Phone Case,Accessories,Asia Pacific,Website,CUST_0115,1,15.0,0.0,15.0,5,10.0
TXN_000070,2025-12-10 18:38:48.038996,"Monitor 27""",Electronics,North America,Social Media,CUST_0376,4,250.0,0.0,1000.0,720,280.0
TXN_000071,2026-03-26 18:38:48.038996,Phone Case,Accessories,Europe,Mobile App,CUST_0227,1,14.25,5.0,14.25,5,9.25
TXN_000072,2025-11-18 18:38:48.038996,Wireless Mouse,Accessories,North America,Mobile App,CUST_0151,2,25.0,0.0,50.0,24,26.0
TXN_000073,2025-10-25 18:38:48.038996,Laptop Pro,Electronics,Asia Pacific,Marketplace,CUST_0355,1,1200.0,0.0,1200.0,800,400.0
TXN_000074,2026-02-03 18:38:48.038996,USB-C Hub,Accessories,Asia Pacific,Website,CUST_0187,3,35.0,0.0,105.0,54,51.0
TXN_000075,2026-03-02 18:38:48.038996,"Tablet 10""",Electronics,Asia Pacific,Mobile App,CUST_0284,2,332.5,5.0,665.0,400,265.0
TXN_000076,2025-12-04 18:38:48.038996,Mechanical Keyboard,Accessories,Europe,Website,CUST_0069,3,76.0,5.0,228.0,120,108.0
TXN_000077,2026-04-11 18:38:48.038996,Power Bank,Electronics,North America,Social Media,CUST_0144,1,30.0,0.0,30.0,15,15.0
TXN_000078,2026-04-12 18:38:48.038996,Phone Case,Accessories,Middle East,Social Media,CUST_0122,1,14.25,5.0,14.25,5,9.25
TXN_000079,2025-12-27 18:38:48.038996,Wireless Mouse,Accessories,Middle East,Mobile App,CUST_0442,4,21.25,15.0,85.0,48,37.0
TXN_000080,2025-10-20 18:38:48.038996,Smart Watch,Wearables,North America,Marketplace,CUST_0122,2,200.0,0.0,400.0,240,160.0
TXN_000081,2026-03-27 18:38:48.038996,Webcam HD,Electronics,Middle East,Mobile App,CUST_0321,2,54.0,10.0,108.0,70,38.0
TXN_000082,2025-12-23 18:38:48.038996,"Tablet 10""",Electronics,Europe,Mobile App,CUST_0252,3,350.0,0.0,1050.0,600,450.0
TXN_000083,2026-01-29 18:38:48.038996,Webcam HD,Electronics,Asia Pacific,Website,CUST_0019,3,60.0,0.0,180.0,105,75.0
TXN_000084,2026-04-04 18:38:48.038996,Wireless Mouse,Accessories,Europe,Website,CUST_0476,4,25.0,0.0,100.0,48,52.0
TXN_000085,2026-01-26 18:38:48.038996,Noise Cancelling Headphones,Audio,Asia Pacific,Mobile App,CUST_0190,1,150.0,0.0,150.0,80,70.0
TXN_000086,2026-02-03 18:38:48.038996,"Tablet 10""",Electronics,South America,Website,CUST_0134,2,350.0,0.0,700.0,400,300.0
TXN_000087,2026-03-22 18:38:48.038996,"Monitor 27""",Electronics,North America,Social Media,CUST_0252,1,250.0,0.0,250.0,180,70.0
TXN_000088,2026-03-09 18:38:48.038996,USB-C Hub,Accessories,North America,Website,CUST_0305,2,35.0,0.0,70.0,36,34.0
TXN_000089,2025-10-14 18:38:48.038996,"Monitor 27""",Electronics,Asia Pacific,Mobile App,CUST_0471,1,212.5,15.0,212.5,180,32.5
TXN_000090,2025-12-26 18:38:48.038996,Smart Watch,Wearables,North America,Website,CUST_0373,4,200.0,0.0,800.0,480,320.0
TXN_000091,2026-03-26 18:38:48.038996,Phone Case,Accessories,North America,Website,CUST_0028,4,15.0,0.0,60.0,20,40.0
TXN_000092,2026-03-17 18:38:48.038996,Webcam HD,Electronics,North America,Website,CUST_0212,1,57.0,5.0,57.0,35,22.0
TXN_000093,2026-03-19 18:38:48.038996,Mechanical Keyboard,Accessories,Asia Pacific,Social Media,CUST_0256,1,76.0,5.0,76.0,40,36.0
TXN_000094,2025-10-23 18:38:48.038996,Smart Watch,Wearables,South America,Mobile App,CUST_0005,3,200.0,0.0,600.0,360,240.0
TXN_000095,2026-02-08 18:38:48.038996,Laptop Pro,Electronics,Europe,Social Media,CUST_0267,1,1140.0,5.0,1140.0,800,340.0
TXN_000096,2026-01-07 18:38:48.038996,Power Bank,Electronics,Asia Pacific,Marketplace,CUST_0098,1,30.0,0.0,30.0,15,15.0
TXN_000097,2026-02-19 18:38:48.038996,"Monitor 27""",Electronics,North America,Marketplace,CUST_0465,1,200.0,20.0,200.0,180,20.0
TXN_000098,2026-01-23 18:38:48.038996,Mechanical Keyboard,Accessories,Europe,Marketplace,CUST_0165,2,72.0,10.0,144.0,80,64.0
TXN_000099,2026-03-07 18:38:48.038996,"Monitor 27""",Electronics,Europe,Website,CUST_0051,1,237.5,5.0,237.5,180,57.5
TXN_000100,2026-02-03 18:38:48.038996,Smart Watch,Wearables,Europe,Mobile App,CUST_0072,3,190.0,5.0,570.0,360,210.0
TXN_000101,2026-03-24 18:38:48.038996,Webcam HD,Electronics,Asia Pacific,Mobile App,CUST_0268,1,60.0,0.0,60.0,35,25.0
TXN_000102,2026-02-23 18:38:48.038996,Power Bank,Electronics,Europe,Website,CUST_0303,3,27.0,10.0,81.0,45,36.0
TXN_000103,2026-01-06 18:38:48.038996,Wireless Mouse,Accessories,Asia Pacific,Social Media,CUST_0192,4,20.0,20.0,80.0,48,32.0
TXN_000104,2025-12-02 18:38:48.038996,Wireless Mouse,Accessories,Europe,Mobile App,CUST_0435,3,23.75,5.0,71.25,36,35.25
TXN_000105,2026-03-28 18:38:48.038996,Laptop Pro,Electronics,Asia Pacific,Mobile App,CUST_0247,2,1020.0,15.0,2040.0,1600,440.0
TXN_000106,2026-02-23 18:38:48.038996,USB-C Hub,Accessories,Europe,Marketplace,CUST_0273,4,35.0,0.0,140.0,72,68.0
TXN_000107,2025-12-21 18:38:48.038996,Wireless Mouse,Accessories,Europe,Website,CUST_0126,3,25.0,0.0,75.0,36,39.0
TXN_000108,2026-02-05 18:38:48.038996,"Tablet 10""",Electronics,Europe,Mobile App,CUST_0459,2,332.5,5.0,665.0,400,265.0
TXN_000109,2026-02-22 18:38:48.038996,Smart Watch,Wearables,Asia Pacific,Mobile App,CUST_0352,3,200.0,0.0,600.0,360,240.0
TXN_000110,2026-03-22 18:38:48.038996,Wireless Mouse,Accessories,Europe,Website,CUST_0277,1,25.0,0.0,25.0,12,13.0
TXN_000111,2026-04-01 18:38:48.038996,Webcam HD,Electronics,North America,Website,CUST_0233,4,60.0,0.0,240.0,140,100.0
TXN_000112,2025-11-16 18:38:48.038996,Laptop Pro,Electronics,Europe,Mobile App,CUST_0073,2,1080.0,10.0,2160.0,1600,560.0
TXN_000113,2026-02-11 18:38:48.038996,Webcam HD,Electronics,North America,Marketplace,CUST_0319,4,60.0,0.0,240.0,140,100.0
TXN_000114,2025-11-08 18:38:48.038996,USB-C Hub,Accessories,Asia Pacific,Marketplace,CUST_0253,4,35.0,0.0,140.0,72,68.0
TXN_000115,2026-02-17 18:38:48.038996,Smart Watch,Wearables,Europe,Mobile App,CUST_0471,2,200.0,0.0,400.0,240,160.0
TXN_000116,2026-01-30 18:38:48.038996,Phone Case,Accessories,North America,Website,CUST_0007,3,12.75,15.0,38.25,15,23.25
TXN_000117,2026-01-28 18:38:48.038996,Desk Lamp,Accessories,North America,Mobile App,CUST_0227,3,40.0,0.0,120.0,60,60.0
TXN_000118,2026-02-09 18:38:48.038996,"Monitor 27""",Electronics,North America,Mobile App,CUST_0273,3,250.0,0.0,750.0,540,210.0
TXN_000119,2026-02-16 18:38:48.038996,Desk Lamp,Accessories,North America,Website,CUST_0025,4,40.0,0.0,160.0,80,80.0
TXN_000120,2026-01-30 18:38:48.038996,Wireless Mouse,Accessories,North America,Mobile App,CUST_0034,3,23.75,5.0,71.25,36,35.25
TXN_000121,2026-02-03 18:38:48.038996,Desk Lamp,Accessories,North America,Website,CUST_0006,4,38.0,5.0,152.0,80,72.0
TXN_000122,2025-12-11 18:38:48.038996,Webcam HD,Electronics,Europe,Website,CUST_0150,1,60.0,0.0,60.0,35,25.0
TXN_000123,2026-02-02 18:38:48.038996,USB-C Hub,Accessories,South America,Website,CUST_0350,3,35.0,0.0,105.0,54,51.0
TXN_000124,2026-02-27 18:38:48.038996,Noise Cancelling Headphones,Audio,North America,Website,CUST_0229,4,120.0,20.0,480.0,320,160.0
TXN_000125,2025-10-19 18:38:48.038996,Wireless Mouse,Accessories,Europe,Social Media,CUST_0335,2,20.0,20.0,40.0,24,16.0
TXN_000126,2026-01-15 18:38:48.038996,Smart Watch,Wearables,Asia Pacific,Marketplace,CUST_0194,3,200.0,0.0,600.0,360,240.0
TXN_000127,2025-11-08 18:38:48.038996,Mechanical Keyboard,Accessories,Asia Pacific,Website,CUST_0410,2,76.0,5.0,152.0,80,72.0
TXN_000128,2025-11-02 18:38:48.038996,Laptop Pro,Electronics,Europe,Marketplace,CUST_0142,4,1200.0,0.0,4800.0,3200,1600.0
TXN_000129,2026-02-16 18:38:48.038996,Power Bank,Electronics,South America,Website,CUST_0259,1,30.0,0.0,30.0,15,15.0
TXN_000130,2025-10-23 18:38:48.038996,"Monitor 27""",Electronics,North America,Social Media,CUST_0013,4,225.0,10.0,900.0,720,180.0
TXN_000131,2025-12-17 18:38:48.038996,"Monitor 27""",Electronics,North America,Website,CUST_0399,4,237.5,5.0,950.0,720,230.0
TXN_000132,2026-03-25 18:38:48.038996,Laptop Pro,Electronics,South America,Marketplace,CUST_0434,2,960.0,20.0,1920.0,1600,320.0
TXN_000133,2026-02-27 18:38:48.038996,Wireless Mouse,Accessories,North America,Website,CUST_0296,4,25.0,0.0,100.0,48,52.0
TXN_000134,2025-12-16 18:38:48.038996,Smart Watch,Wearables,Asia Pacific,Marketplace,CUST_0316,2,180.0,10.0,360.0,240,120.0
TXN_000135,2026-03-27 18:38:48.038996,"Monitor 27""",Electronics,North America,Mobile App,CUST_0062,4,250.0,0.0,1000.0,720,280.0
TXN_000136,2025-11-24 18:38:48.038996,"Tablet 10""",Electronics,Asia Pacific,Mobile App,CUST_0104,2,297.5,15.0,595.0,400,195.0
TXN_000137,2026-02-15 18:38:48.038996,Webcam HD,Electronics,Europe,Mobile App,CUST_0481,1,60.0,0.0,60.0,35,25.0
TXN_000138,2025-12-05 18:38:48.038996,Smart Watch,Wearables,North America,Mobile App,CUST_0198,2,200.0,0.0,400.0,240,160.0
TXN_000139,2026-04-10 18:38:48.038996,Smart Watch,Wearables,Asia Pacific,Website,CUST_0111,1,200.0,0.0,200.0,120,80.0
TXN_000140,2026-03-17 18:38:48.038996,USB-C Hub,Accessories,Middle East,Marketplace,CUST_0485,3,33.25,5.0,99.75,54,45.75
TXN_000141,2026-01-07 18:38:48.038996,Wireless Mouse,Accessories,Asia Pacific,Marketplace,CUST_0353,2,22.5,10.0,45.0,24,21.0
TXN_000142,2026-03-21 18:38:48.038996,USB-C Hub,Accessories,Europe,Mobile App,CUST_0015,1,35.0,0.0,35.0,18,17.0
TXN_000143,2026-03-19 18:38:48.038996,USB-C Hub,Accessories,Asia Pacific,Marketplace,CUST_0095,3,33.25,5.0,99.75,54,45.75
TXN_000144,2025-11-18 18:38:48.038996,Phone Case,Accessories,North America,Website,CUST_0011,2,12.75,15.0,25.5,10,15.5
TXN_000145,2025-11-20 18:38:48.038996,Webcam HD,Electronics,Europe,Mobile App,CUST_0302,3,60.0,0.0,180.0,105,75.0
TXN_000146,2026-03-03 18:38:48.038996,Smart Watch,Wearables,Europe,Mobile App,CUST_0111,4,170.0,15.0,680.0,480,200.0
TXN_000147,2026-01-21 18:38:48.038996,USB-C Hub,Accessories,Asia Pacific,Website,CUST_0127,2,31.5,10.0,63.0,36,27.0
TXN_000148,2025-11-13 18:38:48.038996,Phone Case,Accessories,North America,Website,CUST_0462,4,13.5,10.0,54.0,20,34.0
TXN_000149,2025-10-24 18:38:48.038996,Noise Cancelling Headphones,Audio,North America,Website,CUST_0346,2,150.0,0.0,300.0,160,140.0
TXN_000150,2025-12-09 18:38:48.038996,Laptop Pro,Electronics,South America,Mobile App,CUST_0424,3,1200.0,0.0,3600.0,2400,1200.0
TXN_000151,2025-12-05 18:38:48.038996,"Tablet 10""",Electronics,North America,Marketplace,CUST_0154,1,350.0,0.0,350.0,200,150.0
TXN_000152,2025-11-07 18:38:48.038996,Phone Case,Accessories,South America,Website,CUST_0210,3,14.25,5.0,42.75,15,27.75
TXN_000153,2025-10-30 18:38:48.038996,Power Bank,Electronics,North America,Social Media,CUST_0182,4,30.0,0.0,120.0,60,60.0
TXN_000154,2026-04-11 18:38:48.038996,Webcam HD,Electronics,North America,Website,CUST_0285,3,60.0,0.0,180.0,105,75.0
TXN_000155,2026-03-16 18:38:48.038996,Desk Lamp,Accessories,North America,Mobile App,CUST_0337,4,40.0,0.0,160.0,80,80.0
TXN_000156,2026-03-10 18:38:48.038996,Webcam HD,Electronics,South America,Mobile App,CUST_0360,1,60.0,0.0,60.0,35,25.0
TXN_000157,2026-03-03 18:38:48.038996,Noise Cancelling Headphones,Audio,Europe,Marketplace,CUST_0318,4,150.0,0.0,600.0,320,280.0
TXN_000158,2025-12-01 18:38:48.038996,Smart Watch,Wearables,Europe,Website,CUST_0371,3,200.0,0.0,600.0,360,240.0
TXN_000159,2026-02-03 18:38:48.038996,Wireless Mouse,Accessories,Europe,Marketplace,CUST_0132,1,25.0,0.0,25.0,12,13.0
TXN_000160,2025-12-07 18:38:48.038996,Noise Cancelling Headphones,Audio,Asia Pacific,Website,CUST_0467,2,150.0,0.0,300.0,160,140.0
TXN_000161,2026-01-08 18:38:48.038996,Noise Cancelling Headphones,Audio,North America,Marketplace,CUST_0349,4,150.0,0.0,600.0,320,280.0
TXN_000162,2025-12-19 18:38:48.038996,Smart Watch,Wearables,North America,Mobile App,CUST_0328,2,200.0,0.0,400.0,240,160.0
TXN_000163,2025-12-19 18:38:48.038996,Mechanical Keyboard,Accessories,Asia Pacific,Website,CUST_0418,3,80.0,0.0,240.0,120,120.0
TXN_000164,2025-12-30 18:38:48.038996,Smart Watch,Wearables,Asia Pacific,Social Media,CUST_0500,1,200.0,0.0,200.0,120,80.0
TXN_000165,2026-03-04 18:38:48.038996,Noise Cancelling Headphones,Audio,South America,Website,CUST_0263,1,150.0,0.0,150.0,80,70.0
TXN_000166,2026-03-09 18:38:48.038996,Mechanical Keyboard,Accessories,Europe,Mobile App,CUST_0002,1,72.0,10.0,72.0,40,32.0
TXN_000167,2026-03-10 18:38:48.038996,Power Bank,Electronics,North America,Mobile App,CUST_0471,3,30.0,0.0,90.0,45,45.0
TXN_000168,2025-10-18 18:38:48.038996,"Monitor 27""",Electronics,Europe,Mobile App,CUST_0226,1,250.0,0.0,250.0,180,70.0
TXN_000169,2026-01-07 18:38:48.038996,Desk Lamp,Accessories,North America,Marketplace,CUST_0120,3,34.0,15.0,102.0,60,42.0
TXN_000170,2026-02-18 18:38:48.038996,Laptop Pro,Electronics,Europe,Mobile App,CUST_0009,4,1140.0,5.0,4560.0,3200,1360.0
TXN_000171,2025-11-07 18:38:48.038996,Noise Cancelling Headphones,Audio,North America,Mobile App,CUST_0494,4,150.0,0.0,600.0,320,280.0
TXN_000172,2025-11-11 18:38:48.038996,Wireless Mouse,Accessories,North America,Website,CUST_0146,4,25.0,0.0,100.0,48,52.0
TXN_000173,2026-01-21 18:38:48.038996,"Tablet 10""",Electronics,North America,Mobile App,CUST_0153,2,315.0,10.0,630.0,400,230.0
TXN_000174,2026-01-08 18:38:48.038996,"Monitor 27""",Electronics,North America,Website,CUST_0313,3,212.5,15.0,637.5,540,97.5
TXN_000175,2026-03-30 18:38:48.038996,Wireless Mouse,Accessories,Europe,Mobile App,CUST_0455,2,21.25,15.0,42.5,24,18.5
TXN_000176,2026-03-16 18:38:48.038996,"Monitor 27""",Electronics,North America,Mobile App,CUST_0064,2,250.0,0.0,500.0,360,140.0
TXN_000177,2026-01-28 18:38:48.038996,Laptop Pro,Electronics,North America,Mobile App,CUST_0282,1,1200.0,0.0,1200.0,800,400.0
TXN_000178,2025-11-22 18:38:48.038996,Power Bank,Electronics,North America,Marketplace,CUST_0295,4,30.0,0.0,120.0,60,60.0
TXN_000179,2026-01-19 18:38:48.038996,Noise Cancelling Headphones,Audio,Asia Pacific,Social Media,CUST_0069,4,150.0,0.0,600.0,320,280.0
TXN_000180,2025-11-18 18:38:48.038996,USB-C Hub,Accessories,North America,Marketplace,CUST_0337,2,28.0,20.0,56.0,36,20.0
TXN_000181,2026-03-16 18:38:48.038996,Wireless Mouse,Accessories,North America,Website,CUST_0017,1,25.0,0.0,25.0,12,13.0
TXN_000182,2026-04-02 18:38:48.038996,Smart Watch,Wearables,Europe,Website,CUST_0131,2,180.0,10.0,360.0,240,120.0
TXN_000183,2026-04-03 18:38:48.038996,Mechanical Keyboard,Accessories,North America,Mobile App,CUST_0275,1,80.0,0.0,80.0,40,40.0
TXN_000184,2025-12-01 18:38:48.038996,Laptop Pro,Electronics,Middle East,Mobile App,CUST_0303,4,1200.0,0.0,4800.0,3200,1600.0
TXN_000185,2026-01-04 18:38:48.038996,Smart Watch,Wearables,Europe,Marketplace,CUST_0485,2,190.0,5.0,380.0,240,140.0
TXN_000186,2025-11-07 18:38:48.038996,Wireless Mouse,Accessories,Europe,Website,CUST_0410,1,20.0,20.0,20.0,12,8.0
TXN_000187,2025-11-29 18:38:48.038996,Phone Case,Accessories,Europe,Social Media,CUST_0282,1,15.0,0.0,15.0,5,10.0
TXN_000188,2026-02-25 18:38:48.038996,"Monitor 27""",Electronics,Asia Pacific,Website,CUST_0328,2,250.0,0.0,500.0,360,140.0
TXN_000189,2026-01-03 18:38:48.038996,USB-C Hub,Accessories,Asia Pacific,Website,CUST_0490,3,35.0,0.0,105.0,54,51.0
TXN_000190,2026-03-21 18:38:48.038996,Smart Watch,Wearables,North America,Website,CUST_0098,3,190.0,5.0,570.0,360,210.0
